"","UP/DOWN","statistic","p.value","FDRp.value","path_name"
"P-hsa04933-43","DOWN",-5.53650670522303,3.08800482305538e-08,5.83393459018318e-08,"AGE-RAGE signaling pathway in diabetic complications: CASP3"
"P-hsa05321-152","DOWN",-5.52711096556619,3.25796134056615e-08,6.14882844557555e-08,"Inflammatory bowel disease (IBD): FOXP3*"
"P-hsa05220-15","DOWN",-5.52523181763482,3.29302512443369e-08,6.20875892807799e-08,"Chronic myeloid leukemia: MYC"
"P-hsa05020-49","DOWN",-5.52415801881689,3.31322563824681e-08,6.24057359171788e-08,"Prion diseases: BAX"
"P-hsa04919-40","UP",5.51932592413623,3.40562518567974e-08,6.40817738047662e-08,"Thyroid hormone signaling pathway: RCAN2"
"P-hsa04062-38","DOWN",-5.51664142709141,3.45803324287131e-08,6.50027090543745e-08,"Chemokine signaling pathway: NCF1"
"P-hsa04024-44 67","UP",5.51234623181971,3.54351714610712e-08,6.64763816609695e-08,"cAMP signaling pathway: CREB3 CREBBP"
"P-hsa04261-23","UP",5.51234623181971,3.54351714610712e-08,6.64763816609695e-08,"Adrenergic signaling in cardiomyocytes: SLC9A1"
"P-hsa04530-11 36 14","UP",5.51073553359282,3.57609910278166e-08,6.70205985696144e-08,"Tight junction: TJP1 CTNNB1 CTNNA1"
"P-hsa04310-16","DOWN",-5.5067087880256,3.65883033526881e-08,6.85026517860708e-08,"Wnt signaling pathway: CAMK2A"
"P-hsa04213-2","UP",5.50590343891216,3.67559789977085e-08,6.87479726816562e-08,"Longevity regulating pathway - multiple species: RPS6KB1"
"P-hsa04914-23","UP",5.50295049216287,3.73771891356541e-08,6.98402458351465e-08,"Progesterone-mediated oocyte maturation: PRKACA"
"P-hsa04925-18","UP",5.49570235014187,3.89454557932785e-08,7.26981841474531e-08,"Aldosterone synthesis and secretion: PDE2A"
"P-hsa04390-88","UP",5.48630661048502,4.10736092925323e-08,7.65945238894539e-08,"Hippo signaling pathway: ID1"
"P-hsa04810-30","UP",5.48603816078054,4.11360411397933e-08,7.66347697897242e-08,"Regulation of actin cytoskeleton: VCL*"
"P-hsa05162-58","DOWN",-5.47288412526096,4.43105257576285e-08,8.24668118266974e-08,"Measles: STAT3"
"P-hsa04015-96","DOWN",-5.47207877614751,4.45124118768396e-08,8.27604407145204e-08,"Rap1 signaling pathway: PLCE1"
"P-hsa05132-48","UP",5.46993117851166,4.50551443347849e-08,8.36865849228283e-08,"Salmonella infection: KLC3"
"P-hsa04921-57","UP",5.46590443294444,4.60901103417368e-08,8.55242799219567e-08,"Oxytocin signaling pathway: FOS"
"P-hsa04022-45","UP",5.46187768737722,4.71481076813301e-08,8.74010375594617e-08,"cGMP-PKG signaling pathway: CREB3"
"P-hsa05205-91","UP",5.45731404240104,4.83756390606387e-08,8.95880541735028e-08,"Proteoglycans in cancer: RAC1*"
"P-hsa04360-59","DOWN",-5.45060279978901,5.02372795620067e-08,9.29439215565331e-08,"Axon guidance: MAPK1*"
"P-hsa05215-35","DOWN",-5.44791830274419,5.10012183224092e-08,9.42643207614185e-08,"Prostate cancer: CASP9"
"P-hsa04530-11 43","UP",5.44281775835905,5.24838400209885e-08,9.69091376765496e-08,"Tight junction: TJP1 ACTN4"
"P-hsa05205-17","UP",5.43718031456494,5.41711292204392e-08,9.99262914626784e-08,"Proteoglycans in cancer: AKT3"
"P-hsa03320-40","UP",5.43530116663357,5.47451525882537e-08,1.00885958993678e-07,"PPAR signaling pathway: FABP4"
"P-hsa05200-192","DOWN",-5.42456317845432,5.8140108981202e-08,1.0703713881132e-07,"Pathways in cancer: PTGS2"
"P-hsa05231-48","UP",5.4205364328871,5.9465094495741e-08,1.09369134582363e-07,"Choline metabolism in cancer: WAS"
"P-hsa04270-17","UP",5.41570433820643,6.10937255646998e-08,1.12254484974904e-07,"Vascular smooth muscle contraction: ITPR1"
"P-hsa04020-22","DOWN",-5.41288561630938,6.20634645076185e-08,1.13924715671519e-07,"Calcium signaling pathway: 3,5-Cyclic AMP"
"P-hsa05100-24","DOWN",-5.41033534411681,6.2954008176461e-08,1.15446450966804e-07,"Bacterial invasion of epithelial cells: ACTB"
"P-hsa04014-26","DOWN",-5.40013425534652,6.66408856430778e-08,1.22088185025795e-07,"Ras signaling pathway: PRKCA"
"P-hsa04340-40","DOWN",-5.39691285889274,6.78480120072184e-08,1.24178410268821e-07,"Hedgehog signaling pathway: SUFU"
"P-hsa05134-69","DOWN",-5.39664440918826,6.79495565376961e-08,1.24243048796021e-07,"Legionellosis: IL1B*"
"P-hsa04218-63","UP",5.39557061037033,6.83572088549313e-08,1.24866722309495e-07,"Cellular senescence: ZFP36L1"
"P-hsa05200-129 130","UP",5.38966471687174,7.0641993891686e-08,1.28789485462394e-07,"Pathways in cancer: CTBP1 HDAC1"
"P-hsa05220-12 13","UP",5.38966471687174,7.0641993891686e-08,1.28789485462394e-07,"Chronic myeloid leukemia: HDAC1 CTBP1"
"P-hsa04064-53","DOWN",-5.38724866953141,7.15978473984047e-08,1.3040539972758e-07,"NF-kappa B signaling pathway: CXCL8"
"P-hsa04724-68","DOWN",-5.37919517839697,7.48753571190957e-08,1.3624264787141e-07,"Glutamatergic synapse: MAPK1"
"P-hsa05164-47","DOWN",-5.37865827898801,7.5098949775394e-08,1.36517083118836e-07,"Influenza A: CIITA"
"P-hsa04620-66","DOWN",-5.37758448017008,7.55480767157725e-08,1.37200573009476e-07,"Toll-like receptor signaling pathway: CASP8"
"P-hsa05215-25","DOWN",-5.3730208351939,7.74860586863082e-08,1.40583990421194e-07,"Prostate cancer: FOXO1"
"P-hsa04623-17","DOWN",-5.37248393578494,7.77171972437786e-08,1.40867113071815e-07,"Cytosolic DNA-sensing pathway: NFKB1"
"P-hsa04932-58","DOWN",-5.36281974642361,8.19936846869618e-08,1.48475050649363e-07,"Non-alcoholic fatty liver disease (NAFLD): BAX"
"P-hsa04510-42","DOWN",-5.35422935588021,8.5985616064805e-08,1.55553534944623e-07,"Focal adhesion: BIRC2"
"P-hsa04610-11","DOWN",-5.35342400676676,8.63693634013722e-08,1.5609723096433e-07,"Complement and coagulation cascades: F2R"
"P-hsa04930-13","DOWN",-5.34886036179058,8.85754534395626e-08,1.59776491012134e-07,"Type II diabetes mellitus: Fatty acid"
"P-hsa05010-61","DOWN",-5.34886036179058,8.85754534395626e-08,1.59776491012134e-07,"Alzheimer's disease: GAPDH"
"P-hsa04390-14","UP",5.33543787656651,9.53847964912644e-08,1.71894215386755e-07,"Hippo signaling pathway: AREG"
"P-hsa05223-21","UP",5.3053715096646,1.12526523558844e-07,2.0259093876813e-07,"Non-small cell lung cancer: FOXO3*"
"P-hsa04931-104","DOWN",-5.29490197118983,1.19167769157162e-07,2.14342027745768e-07,"Insulin resistance: Starch*"
"P-hsa05169-60","DOWN",-5.29141212503157,1.21464634423419e-07,2.18264036569286e-07,"Epstein-Barr virus infection: NFKB1"
"P-hsa04621-6","UP",5.27503669305821,1.32826709677019e-07,2.38224576820352e-07,"NOD-like receptor signaling pathway: NFKB1"
"P-hsa05168-9","UP",5.27503669305821,1.32826709677019e-07,2.38224576820352e-07,"Herpes simplex infection: NFKB1"
"P-hsa04114-59","UP",5.24309117822493,1.58023416284453e-07,2.83144153724578e-07,"Oocyte meiosis: REC8*"
"P-hsa04920-10","DOWN",-5.23745373443083,1.62925501331181e-07,2.91649084443984e-07,"Adipocytokine signaling pathway: PCK1"
"P-hsa04662-27","DOWN",-5.22966869300087,1.69937417043877e-07,3.03621518451726e-07,"B cell receptor signaling pathway: NFATC1"
"P-hsa04725-61","UP",5.22966869300087,1.69937417043877e-07,3.03621518451726e-07,"Cholinergic synapse: FOS"
"P-hsa04066-51","DOWN",-5.22268900068435,1.76471331704874e-07,3.14995450312411e-07,"HIF-1 signaling pathway: TFRC"
"P-hsa04152-87","UP",5.21570930836784,1.8324781263124e-07,3.26780319863314e-07,"AMPK signaling pathway: CD36"
"P-hsa05200-53","UP",5.21436705984543,1.84579511842311e-07,3.28842511126473e-07,"Pathways in cancer: BCL2L1"
"P-hsa04710-5","UP",5.21168256280062,1.87271032465897e-07,3.33321116609129e-07,"Circadian rhythm: RORA"
"P-hsa03460-25 40","UP",5.20121302432585,1.98135068475344e-07,3.52323590957104e-07,"Fanconi anemia pathway: MLH1 PMS2"
"P-hsa04024-60","UP",5.19933387639448,2.00148453707792e-07,3.55566760564222e-07,"cAMP signaling pathway: PDE3A"
"P-hsa04932-97","DOWN",-5.19530713082726,2.04529653747376e-07,3.63006272876138e-07,"Non-alcoholic fatty liver disease (NAFLD): TNF*"
"P-hsa05205-158","UP",5.19503868112278,2.04825006203651e-07,3.63186873003828e-07,"Proteoglycans in cancer: PDCD4"
"P-hsa04024-31","UP",5.18295844442112,2.18550995439195e-07,3.86794025890499e-07,"cAMP signaling pathway: Diacylglycerol"
"P-hsa04024-32","UP",5.18295844442112,2.18550995439195e-07,3.86794025890499e-07,"cAMP signaling pathway: D-myo-Inositol 1,4,5-trisphosphate"
"P-hsa05032-30","DOWN",-5.18242154501215,2.19180685502843e-07,3.87542852029532e-07,"Morphine addiction: ADORA1"
"P-hsa05205-189","DOWN",-5.15933487042676,2.48006416154533e-07,4.38097962999909e-07,"Proteoglycans in cancer: IL12B"
"P-hsa04950-30","DOWN",-5.15396587633713,2.55217080693278e-07,4.50411329614853e-07,"Maturity onset diabetes of the young: PAX6*"
"P-hsa05222-35","DOWN",-5.14993913076991,2.60757549786127e-07,4.59756732517646e-07,"Small cell lung cancer: NOS2"
"P-hsa04916-9","DOWN",-5.14832843254302,2.63006113159191e-07,4.63285885715158e-07,"Melanogenesis: PRKACA"
"P-hsa05160-15 16","UP",5.14510703608925,2.67559558948557e-07,4.70864664716223e-07,"Hepatitis C: TRAF6 RIPK1"
"P-hsa04261-14 16","UP",5.14457013668028,2.6832583216381e-07,4.71770628996539e-07,"Adrenergic signaling in cardiomyocytes: TNNI3 TPM1"
"P-hsa04742-48","DOWN",-5.13490594731896,2.8248668967167e-07,4.96203211445742e-07,"Taste transduction: GABBR1"
"P-hsa05205-195","UP",5.12980540293381,2.90248731655178e-07,5.09360730201229e-07,"Proteoglycans in cancer: CDKN1A"
"P-hsa05200-80","DOWN",-5.12658400648004,2.95256763275879e-07,5.1766512888369e-07,"Pathways in cancer: TP53"
"P-hsa04660-56","DOWN",-5.12363105973074,2.99920683058479e-07,5.25351261827924e-07,"T cell receptor signaling pathway: CD3E"
"P-hsa04066-56","UP",5.12121501239041,3.03789454057671e-07,5.31631544600924e-07,"HIF-1 signaling pathway: TEK"
"P-hsa04152-54","DOWN",-5.12014121357248,3.0552433401131e-07,5.34169292269541e-07,"AMPK signaling pathway: SLC2A4*"
"P-hsa03320-27","UP",5.11772516623215,3.09462860977915e-07,5.40551515078742e-07,"PPAR signaling pathway: CPT1C"
"P-hsa04014-44","DOWN",-5.11530911889182,3.13450387514489e-07,5.47007373932261e-07,"Ras signaling pathway: ETS1"
"P-hsa04370-16","UP",5.10376578159912,3.33196691672346e-07,5.80926573956618e-07,"VEGF signaling pathway: HSPB1"
"P-hsa04920-43","UP",5.10296043248568,3.34618270288719e-07,5.82863393743396e-07,"Adipocytokine signaling pathway: Fatty acid"
"P-hsa04620-87","DOWN",-5.0954438407602,3.48171760328938e-07,6.05909297195813e-07,"Toll-like receptor signaling pathway: CCL4L1"
"P-hsa04550-17","UP",5.09356469282883,3.51642050664543e-07,6.1138135963548e-07,"Signaling pathways regulating pluripotency of stem cells: AKT3"
"P-hsa04918-10","DOWN",-5.0753101129241,3.8713772389938e-07,6.72472564847442e-07,"Thyroid hormone synthesis: TG"
"P-hsa04360-123","DOWN",-5.07450476381066,3.88780814327044e-07,6.74701949747951e-07,"Axon guidance: ENAH"
"P-hsa05016-55","UP",5.0667197223807,4.05014883410789e-07,7.02225435562514e-07,"Huntington's disease: TGM2"
"P-hsa04670-73","UP",5.05544483479248,4.29690853178378e-07,7.44321367093849e-07,"Leukocyte transendothelial migration: MYL12B*"
"P-hsa05145-33","DOWN",-5.05007584070286,4.41945116698077e-07,7.64137363065063e-07,"Toxoplasmosis: STAT3"
"P-hsa05169-125","DOWN",-5.05007584070286,4.41945116698077e-07,7.64137363065063e-07,"Epstein-Barr virus infection: STAT3"
"P-hsa04068-72","UP",5.0465859945446,4.50090443466315e-07,7.77504301973118e-07,"FoxO signaling pathway: SMAD2"
"P-hsa03320-58","DOWN",-5.04443839690875,4.55174727954592e-07,7.85563743921633e-07,"PPAR signaling pathway: CYP8B1"
"P-hsa04919-101","UP",5.0436330477953,4.57095580829908e-07,7.88153777239805e-07,"Thyroid hormone signaling pathway: NOTCH1"
"P-hsa04660-35","UP",5.04282769868186,4.59024251648041e-07,7.90752521663658e-07,"T cell receptor signaling pathway: NFATC1"
"P-hsa04912-43","UP",5.02725761582194,4.97892007263025e-07,8.5692239048205e-07,"GnRH signaling pathway: PTK2B"
"P-hsa04915-3 11","DOWN",-5.02457311877713,5.04906524086793e-07,8.6740351573885e-07,"Estrogen signaling pathway: ESR1 Estradiol-17beta"
"P-hsa04915-12 13","DOWN",-5.02457311877713,5.04906524086793e-07,8.6740351573885e-07,"Estrogen signaling pathway: ESR1 Estradiol-17beta*"
"P-hsa04024-34","UP",5.01866722527854,5.20675502036437e-07,8.93675427100052e-07,"cAMP signaling pathway: ATP2B1"
"P-hsa05223-7","DOWN",-5.01088218384858,5.42188874958998e-07,9.29749844079598e-07,"Non-small cell lung cancer: FOXO3"
"P-hsa04923-31","DOWN",-4.99638589980659,5.84553630417724e-07,1.00148183622251e-06,"Regulation of lipolysis in adipocytes: PRKACA*"
"P-hsa05142-84","DOWN",-4.99504365128418,5.88633865862845e-07,1.00755212806451e-06,"Chagas disease (American trypanosomiasis): NFKB1*"
"P-hsa05214-52","DOWN",-4.99396985246626,5.91917807910288e-07,1.01224959675451e-06,"Glioma: E2F1*"
"P-hsa04722-85","DOWN",-4.98672171044526,6.14550852748946e-07,1.049997631837e-06,"Neurotrophin signaling pathway: BAX"
"P-hsa04550-62 63","UP",4.96873558024501,6.74375484361404e-07,1.15116324719017e-06,"Signaling pathways regulating pluripotency of stem cells: SMAD2 SMAD4"
"P-hsa04722-53","UP",4.95584999442991,7.20644990860703e-07,1.22902727532244e-06,"Neurotrophin signaling pathway: JUN"
"P-hsa04270-10 3 71","UP",4.94564890565962,7.59429465834889e-07,1.2939960743926e-06,"Vascular smooth muscle contraction: ACTA2 MYL9 MYH11"
"P-hsa04014-103","DOWN",-4.92954192339074,8.24792917914691e-07,1.40409393285659e-06,"Ras signaling pathway: KSR2"
"P-hsa04530-11 24 23","UP",4.92873657427729,8.28199451251299e-07,1.40861484183811e-06,"Tight junction: TJP1 YBX3 CDK4"
"P-hsa05133-60","UP",4.925783627528,8.40806379615148e-07,1.42876156536052e-06,"Pertussis: C5"
"P-hsa03460-48","DOWN",-4.92390447959663,8.4892497879246e-07,1.44125181919878e-06,"Fanconi anemia pathway: RAD51"
"P-hsa04024-107 64","UP",4.91773013639356,8.76135333488153e-07,1.48610297072674e-06,"cAMP signaling pathway: NFKBIA NFKB1"
"P-hsa04066-53","UP",4.90940819555464,9.14141940897377e-07,1.54916917897333e-06,"HIF-1 signaling pathway: EGF*"
"P-hsa05168-39 40","DOWN",-4.90860284644119,9.17903117046713e-07,1.554139212617e-06,"Herpes simplex infection: POU2F3 HCFC2"
"P-hsa04261-34","UP",4.90028090560227,9.57651313065286e-07,1.61997643220061e-06,"Adrenergic signaling in cardiomyocytes: AKT3"
"P-hsa04062-8 41","DOWN",-4.89598571033057,9.78809700334234e-07,1.65427657461894e-06,"Chemokine signaling pathway: PXN PTK2B"
"P-hsa05222-44","DOWN",-4.88846911860509,1.01692432698901e-06,1.71714674836308e-06,"Small cell lung cancer: RB1"
"P-hsa05205-256","DOWN",-4.87773113042584,1.07386094658501e-06,1.81165749621717e-06,"Proteoglycans in cancer: ACTB"
"P-hsa05169-103","UP",4.85034926056874,1.23327698392941e-06,2.07873101693762e-06,"Epstein-Barr virus infection: NFKB1*"
"P-hsa04390-18","DOWN",-4.84041662150293,1.29654755103442e-06,2.18341400874379e-06,"Hippo signaling pathway: MOB1A"
"P-hsa04261-66","UP",4.83907437298053,1.30533345367285e-06,2.19623816958768e-06,"Adrenergic signaling in cardiomyocytes: D-myo-Inositol 1,4,5-trisphosphate"
"P-hsa04066-43","DOWN",-4.83558452682227,1.32844562563431e-06,2.23312185814513e-06,"HIF-1 signaling pathway: PFKL"
"P-hsa04916-4","DOWN",-4.83102088184609,1.35925751993104e-06,2.28287117940075e-06,"Melanogenesis: TYR"
"P-hsa04912-20","UP",4.81652459780409,1.46178414971611e-06,2.45286857322667e-06,"GnRH signaling pathway: PLA2G4B"
"P-hsa03320-31","UP",4.81464544987273,1.47560609707792e-06,2.4738490063612e-06,"PPAR signaling pathway: CD36"
"P-hsa05161-130","DOWN",-4.80149141435314,1.57593878775851e-06,2.63969746949551e-06,"Hepatitis B: FASLG*"
"P-hsa04611-7","UP",4.79934381671729,1.5929302834365e-06,2.66577806576885e-06,"Platelet activation: ITPR1"
"P-hsa04620-34","DOWN",-4.79827001789936,1.60149193505045e-06,2.67771735307901e-06,"Toll-like receptor signaling pathway: IL1B"
"P-hsa04350-34","UP",4.79800156819488,1.60363924966353e-06,2.67892006444236e-06,"TGF-beta signaling pathway: ROCK1"
"P-hsa04024-92","UP",4.79585397055903,1.62091768340405e-06,2.70537506589501e-06,"cAMP signaling pathway: GRIN3A"
"P-hsa04728-71 72","DOWN",-4.78350528415289,1.72379484928257e-06,2.8745236775592e-06,"Dopaminergic synapse: CLOCK ARNTL"
"P-hsa04360-21","DOWN",-4.77518334331397,1.7966339707191e-06,2.99332622475047e-06,"Axon guidance: PAK4"
"P-hsa04920-9","DOWN",-4.76874055040642,1.85504759069049e-06,3.08790530624256e-06,"Adipocytokine signaling pathway: G6PC"
"P-hsa04950-21","UP",4.75719721311372,1.96429892237852e-06,3.26397234577688e-06,"Maturity onset diabetes of the young: PKLR"
"P-hsa04950-18","UP",4.75719721311372,1.96429892237852e-06,3.26397234577688e-06,"Maturity onset diabetes of the young: SLC2A2"
"P-hsa04670-18","UP",4.75692876340924,1.96690809289014e-06,3.2654155595238e-06,"Leukocyte transendothelial migration: CDH5"
"P-hsa04976-34","DOWN",-0.783336237676533,2.10935824425165e-06,3.49881172963404e-06,"Bile secretion: SLCO1B1"
"P-hsa05215-34","DOWN",-4.74082178114036,2.12994177440771e-06,3.52983283461914e-06,"Prostate cancer: BAD"
"P-hsa05169-29","DOWN",-4.73598968645969,2.18133013418719e-06,3.6118052354238e-06,"Epstein-Barr virus infection: FCER2"
"P-hsa04152-35","UP",4.73035224266559,2.24278849528504e-06,3.7102920786197e-06,"AMPK signaling pathway: PFKFB1"
"P-hsa04914-29","DOWN",-4.72323832549683,2.32270832254715e-06,3.83911965911758e-06,"Progesterone-mediated oocyte maturation: CDK2"
"P-hsa04064-50","DOWN",-4.71988270419081,2.36136438708086e-06,3.89957710401734e-06,"NF-kappa B signaling pathway: NFKBIA*"
"P-hsa04919-29","UP",4.71746665685048,2.3895706836552e-06,3.94268654576707e-06,"Thyroid hormone signaling pathway: HIF1A"
"P-hsa04360-40 139","DOWN",-4.71451371010119,2.42448447018681e-06,3.99677756245207e-06,"Axon guidance: UNC5D DCC"
"P-hsa04510-43","UP",4.71182921305637,2.45664882890962e-06,4.04535961889518e-06,"Focal adhesion: BAD"
"P-hsa05031-53","UP",4.71169498820413,2.45826757224974e-06,4.04535961889518e-06,"Amphetamine addiction: CACNA1C*"
"P-hsa05132-54","DOWN",-4.69840672783231,2.62371219002745e-06,4.31383353943164e-06,"Salmonella infection: IL1B"
"P-hsa05110-12","UP",4.69491688167405,2.66890317327062e-06,4.38045700179849e-06,"Vibrio cholerae infection: H+"
"P-hsa05120-35","UP",4.69491688167405,2.66890317327062e-06,4.38045700179849e-06,"Epithelial cell signaling in Helicobacter pylori infection: H+"
"P-hsa04350-32","UP",4.67773610058724,2.90249382196366e-06,4.75968392482852e-06,"TGF-beta signaling pathway: RPS6KB1"
"P-hsa05162-23","DOWN",-4.67451470413347,2.94842280827846e-06,4.83077833041956e-06,"Measles: IRF3"
"P-hsa04611-92","UP",4.6683403609304,3.03840971759125e-06,4.97387140506211e-06,"Platelet activation: RHOA*"
"P-hsa05216-15","UP",4.66270291713629,3.12286798839984e-06,5.10767249018144e-06,"Thyroid cancer: CCND1"
"P-hsa05152-6","DOWN",-4.66216601772733,3.13102806173448e-06,5.11655805210269e-06,"Tuberculosis: IL10"
"P-hsa04912-17","UP",4.64793818338982,3.35487522732479e-06,5.47758566271655e-06,"GnRH signaling pathway: MAPK14"
"P-hsa05100-33","DOWN",-4.63424724846127,3.58471115066884e-06,5.84775488578674e-06,"Bacterial invasion of epithelial cells: DNM1"
"P-hsa05030-73","UP",4.63156275141646,3.63151363157999e-06,5.91895705720596e-06,"Cocaine addiction: NFKB1"
"P-hsa04151-27","DOWN",-4.62646220703131,3.72205724731879e-06,6.06126683677956e-06,"PI3K-Akt signaling pathway: FASLG"
"P-hsa05166-32","DOWN",-4.62619375732683,3.72688216282739e-06,6.06386031002964e-06,"HTLV-I infection: STAT5A"
"P-hsa05210-23","UP",4.62109321294168,3.81970285858594e-06,6.20949962106345e-06,"Colorectal cancer: CCND1"
"P-hsa04932-96","DOWN",-4.61518731944309,3.92994834750355e-06,6.38318883109667e-06,"Non-alcoholic fatty liver disease (NAFLD): IL6*"
"P-hsa05130-28","DOWN",-4.61142902358036,4.00168557588446e-06,6.49408489650453e-06,"Pathogenic Escherichia coli infection: ROCK1"
"P-hsa04151-105 62","DOWN",-4.60257018333247,4.17577983707291e-06,6.77075451542678e-06,"PI3K-Akt signaling pathway: CCND1 CDK2"
"P-hsa04933-56","DOWN",-4.59612739042492,4.30692815677188e-06,6.97737238523666e-06,"AGE-RAGE signaling pathway in diabetic complications: NFATC1"
"P-hsa04666-23","DOWN",-4.59505359160699,4.3291664046302e-06,7.00734786461282e-06,"Fc gamma R-mediated phagocytosis: RPS6KB1"
"P-hsa04064-3","UP",4.57384606495297,4.7915873624614e-06,7.74247880445959e-06,"NF-kappa B signaling pathway: BCL2"
"P-hsa05142-53","UP",4.57384606495297,4.7915873624614e-06,7.74247880445959e-06,"Chagas disease (American trypanosomiasis): AKT3"
"P-hsa04114-80","DOWN",-4.57008776909023,4.87832340059193e-06,7.87584741782312e-06,"Oocyte meiosis: CDC25C*"
"P-hsa04910-24","UP",4.56391342588716,5.02409179547615e-06,8.10420998135275e-06,"Insulin signaling pathway: ACACA"
"P-hsa05145-67","DOWN",-4.55934978091098,5.1345049044568e-06,8.27519862608329e-06,"Toxoplasmosis: BAD"
"P-hsa05321-75","DOWN",-4.55371233711687,5.27410753755734e-06,8.49289763129405e-06,"Inflammatory bowel disease (IBD): IL10"
"P-hsa04933-35","UP",4.55129628977654,5.33504329577353e-06,8.58365456506959e-06,"AGE-RAGE signaling pathway in diabetic complications: CCND1"
