"","UP/DOWN","statistic","p.value","FDRp.value"
"P-hsa04015-11","UP",0.553006391231548,0.580350947825438,0.613028366058852
"P-hsa04310-57","DOWN",-0.549516545073291,0.582743104490552,0.61520881487016
"P-hsa04933-78","DOWN",-0.548711195959847,0.583295793330912,0.615445955168049
"P-hsa05217-22","UP",0.544684450392627,0.586062895953689,0.617670782477034
"P-hsa05221-26","DOWN",-0.544684450392627,0.586062895953689,0.617670782477034
"P-hsa04360-125","UP",0.543207977017979,0.587079022671644,0.618394299007302
"P-hsa05231-38","DOWN",-0.536362509553705,0.591800787591755,0.623018113087616
"P-hsa04150-33","UP",0.529651266941672,0.596446825472732,0.626853918536048
"P-hsa05160-53","DOWN",-0.529919716646153,0.596260665385246,0.626853918536048
"P-hsa05162-74","DOWN",-0.529919716646153,0.596260665385246,0.626853918536048
"P-hsa04151-73","DOWN",-0.521329326102751,0.602230866387917,0.63257844644106
"P-hsa04919-43","DOWN",-0.519450178171381,0.603540430154725,0.633599242848497
"P-hsa05150-48","DOWN",-0.515960332013124,0.605975866760489,0.63580018235049
"P-hsa04510-20 4 5","UP",0.510859787627979,0.609543238380675,0.639185642930211
"P-hsa04210-71","UP",0.506564592356277,0.612554560797641,0.641984556456075
"P-hsa04925-34","UP",0.502537846789057,0.615383631798506,0.644589443469568
"P-hsa04015-18","DOWN",-0.477572024272293,0.633050403130302,0.662724640777035
"P-hsa05164-99","UP",0.477035124863331,0.63343269107268,0.662755007502704
"P-hsa04723-7","UP",0.476229775749887,0.634006306515608,0.662985413056455
"P-hsa05161-92","UP",0.472739929591629,0.636494511721023,0.665216548183086
"P-hsa04722-73 77","UP",0.452337752051048,0.651122367412605,0.680125590905371
"P-hsa05142-21","DOWN",-0.437573018304574,0.661793155379006,0.690887011402903
"P-hsa04742-47","DOWN",-0.0417439290468474,0.663502175202169,0.69228591806411
"P-hsa04151-4","DOWN",-0.429251077465653,0.66783818853571,0.696422702441908
"P-hsa04530-1 5","DOWN",-0.417439290468474,0.6764552837718,0.704625270602941
"P-hsa05134-10","DOWN",-0.417707740172956,0.676258964074263,0.704625270602941
"P-hsa04915-28","UP",0.401869207608557,0.68787907605296,0.716127162416955
"P-hsa04390-94","DOWN",-0.390594320020341,0.6961963576203,0.72438400826161
"P-hsa04010-54","DOWN",-0.379856331841088,0.704151708179305,0.732255324026815
"P-hsa04960-27","UP",0.378514083318681,0.705148428537922,0.732885568940245
"P-hsa04530-20 22","UP",0.375829586273868,0.707143386742747,0.734145541521524
"P-hsa04960-13","UP",0.375963811126108,0.707043542972515,0.734145541521524
"P-hsa05164-36","DOWN",-0.372608189820092,0.709539992706521,0.736226231370262
"P-hsa03320-60","DOWN",-0.371802840706648,0.710139594625228,0.736441061092829
"P-hsa04810-35 81 80","DOWN",-0.367239195730465,0.713540719551365,0.739559331424509
"P-hsa04380-20","DOWN",-0.358380355482581,0.720159127755375,0.746006915333564
"P-hsa04919-45","DOWN",-0.354890509324324,0.722772180843905,0.748300558092255
"P-hsa04014-58 59","DOWN",-0.351132213461585,0.725589857380173,0.750803404547824
"P-hsa04630-1","UP",0.35005841464366,0.726395592501452,0.751222784747918
"P-hsa05223-9","DOWN",-0.348447716416772,0.727604762697859,0.752058696871175
"P-hsa04650-40","DOWN",-0.342810272622664,0.731842183988544,0.756021991829575
"P-hsa05169-104","UP",0.34200492350922,0.7324482015453,0.756231604897624
"P-hsa05222-40","UP",0.323481893900007,0.746431956564056,0.770245517334527
"P-hsa04921-58","UP",0.322676544786563,0.747041882634067,0.770451111501654
"P-hsa04151-32","DOWN",-0.320528947150713,0.748669125857022,0.771705098960315
"P-hsa04724-13","DOWN",-0.317844450105899,0.75070459027447,0.773378259942287
"P-hsa05222-32","DOWN",-0.315159953061086,0.752742119404706,0.775051710210334
"P-hsa04066-63","UP",0.303616615768389,0.761522265107777,0.783232329683218
"P-hsa04066-57","UP",0.303616615768389,0.761522265107777,0.783232329683218
"P-hsa04910-39","UP",0.296368473747393,0.767051195138118,0.788486598399512
"P-hsa05205-45 46","DOWN",-0.283482887932289,0.776909577298711,0.797957523048475
"P-hsa05205-369","UP",0.283214438227807,0.777115348939,0.797957523048475
"P-hsa04066-52","DOWN",-0.276234745911293,0.782470860476496,0.802578094179282
"P-hsa04152-15","DOWN",-0.276503195615774,0.782264686696951,0.802578094179282
"P-hsa05162-93","DOWN",-0.268181254776853,0.78866311817884,0.80848743699645
"P-hsa04722-37","DOWN",-0.258248615711043,0.796318625505098,0.815889536563388
"P-hsa04742-23 45","DOWN",-0.249389775463159,0.803163020560191,0.822452962102029
"P-hsa04722-35","DOWN",-0.248315976645234,0.803993784711472,0.822594751775498
"P-hsa05133-46","DOWN",-0.24751062753179,0.804616934705778,0.822594751775498
"P-hsa05134-59","UP",0.248047526940753,0.804201487557372,0.822594751775498
"P-hsa04724-26","DOWN",-0.246168379009383,0.80565579375112,0.823208207558334
"P-hsa04960-4","DOWN",-0.242141633442163,0.808774422617293,0.82594491934134
"P-hsa05010-47","UP",0.236772639352537,0.812937316001979,0.829744507518887
"P-hsa05211-48","UP",0.211806816835773,0.832362472007249,0.849109297164545
"P-hsa04933-21","DOWN",-0.172881609685979,0.862849995945457,0.879731843692216
"P-hsa04933-61","DOWN",-0.167244165891871,0.867283544187027,0.883771824494765
"P-hsa05223-8","DOWN",-0.165633467664983,0.868551045763033,0.884582932601221
"P-hsa04630-33","UP",0.164022769438095,0.869818885261059,0.885393504476259
"P-hsa04933-59","DOWN",-0.1610698226888,0.872144124711152,0.887278946831953
"P-hsa05110-13","UP",0.155432378894692,0.876586249424624,0.891314798872951
"P-hsa04722-34","DOWN",-0.146305088942327,0.883786505578413,0.89766295856259
"P-hsa05164-31 32 33","UP",0.146573538646808,0.883574562665468,0.89766295856259
"P-hsa05014-31 34","DOWN",-0.1409360948527,0.888026465737846,0.90148141218842
"P-hsa04071-68","DOWN",-0.137983148103406,0.890359818245356,0.903361286656727
"P-hsa04380-69","DOWN",-0.117312520858343,0.906718765697187,0.919461840242121
"P-hsa04210-10","DOWN",-0.111138177655272,0.911613212222733,0.9239256543111
"P-hsa05205-318","DOWN",-0.103890035634276,0.917363135014299,0.929251210198069
"P-hsa05205-146","DOWN",-0.1006686391805,0.919920062544825,0.931338390358387
"P-hsa04610-7","UP",0.0987894912491309,0.921411987767502,0.932345679100234
"P-hsa04261-3","UP",0.0813402604578442,0.935278099652269,0.945866153610597
"P-hsa05205-30","UP",0.0805349113444002,0.935918580932198,0.946003910468105
"P-hsa05161-45","DOWN",-0.0743605681413295,0.940830284751249,0.95045644275355
"P-hsa04750-39","UP",0.0673808758248148,0.946385347043397,0.955553773441019
"P-hsa04668-40","DOWN",-0.0512738935559348,0.959214226277051,0.967985954005244
"P-hsa04360-96","DOWN",-0.0448311006483828,0.964348923964748,0.972337456493465
"P-hsa04390-17 51","UP",0.0445626509439014,0.964562903269903,0.972337456493465
"P-hsa04390-79","UP",0.0338246627646481,0.973124004086003,0.980440725921236
"P-hsa04950-7","DOWN",-0.0273818698570961,0.978262214578069,0.985088520959988
"P-hsa04530-5 11 31","DOWN",-0.0212075266540254,0.983187182240456,0.989516713456597
"P-hsa04724-65","DOWN",-22.7602397447454,1,1
"P-hsa04727-49","DOWN",-22.7602397447454,1,1
"P-hsa04742-55","DOWN",-22.7602397447454,1,1
"P-hsa04742-37","DOWN",-22.7602397447454,1,1
"P-hsa04750-8","DOWN",-22.7602397447454,1,1
"P-hsa04921-28","DOWN",-0.00375829586273868,0.997108416023096,1
"P-hsa04950-1","DOWN",-22.7602397447454,1,1
"P-hsa04960-15","DOWN",-22.7602397447454,1,1
"P-hsa04961-20","DOWN",-22.7602397447454,1,1
"P-hsa04970-12","DOWN",-22.7602397447454,1,1
"P-hsa05142-7","UP",0.00187914793136934,0.998607753521883,1
"P-hsa05205-77","DOWN",-22.7602397447454,1,1
